,desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
56,441393202301167,http://www.animal.go.kr/files/shelter/2023/05/202306281406672_s.jpg,20230628,팔곡1동 543-16 부근,[개] 믹스견,백,2023(60일미만)(년생),1.5(Kg),경기-안산-2023-00569,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406672.jpg,보호중,F,N,"2개월 추정, 공고번호 174번 새끼, 설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494
57,441391202301624,http://www.animal.go.kr/files/shelter/2023/05/20230628140669_s.jpg,20230628,팽성읍 : 객사리 212,[개] 믹스견,흰색,2020(년생),15(Kg),경기-평택-2023-00839,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628140669.jpg,보호중,F,U,"도로에 개가 돌아다닌다는 신고로 구조됨, 빨간색 목줄을 하고 있음",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
58,441391202301623,http://www.animal.go.kr/files/shelter/2023/05/202306281406170_s.jpg,20230628,통복동 : 통복시장로 25번길 8-3,[고양이] 한국 고양이,고등어 ,2022(년생),1.8(Kg),경기-평택-2023-00838,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406170.jpg,보호중,F,N,순하고 사람을 잘 따름,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
59,441391202301622,http://www.animal.go.kr/files/shelter/2023/05/202306281406491_s.jpg,20230628,포승읍 : 석정리 1574-8,[고양이] 한국 고양이,검/흰,2023(60일미만)(년생),0.8(Kg),경기-평택-2023-00837,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406491.jpg,보호중,M,N,"60일 추정, 귀엽고 사랑스럽다, 얼른 데려가 주세요~~~",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
60,441391202301621,http://www.animal.go.kr/files/shelter/2023/05/202306281406581_s.jpg,20230628,현덕면: 기산1길 157,[개] 믹스견,흰색,2023(년생),13(Kg),경기-평택-2023-00836,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406581.jpg,보호중,F,N,경계심이 있으나 순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
61,441391202301620,http://www.animal.go.kr/files/shelter/2023/05/202306281406305_s.jpg,20230628,팽성읍 : 대사리 117-6,[개] 믹스견,흰색,2023(년생),10(Kg),경기-평택-2023-00835,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406305.jpg,보호중,F,N,"9개월 추정, 경계심이 있으나 순해 보임",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808
62,441386202300851,http://www.animal.go.kr/files/shelter/2023/05/202306281406754_s.jpg,20230628,신흥로 95번길82,[고양이] 한국 고양이,흰검,2023(60일미만)(년생),0.6(Kg),경기-부천-2023-00414,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406754.jpg,보호중,M,N,결막염. 호흡기질환. 예민함. ,cj동물병원,032-323-4999,"경기도 부천시 소향로 246 (중동, 새롬프라자6차) ",경기도 부천시,부천시,032-625-2803
63,441386202300850,http://www.animal.go.kr/files/shelter/2023/05/202306281306236_s.jpg,20230628,소사본동 자매콩나물국밥 집 앞,[개] 말티즈,흰색,2019(년생),4.2(Kg),경기-부천-2023-00413,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306236.jpg,보호중,F,U,"순함, 겁이 많음",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803
64,441386202300849,http://www.animal.go.kr/files/shelter/2023/05/20230628130653_s.jpg,20230628,범박동 일루미스테이트 3단지 지하주차장,[고양이] 한국 고양이,검갈,2023(60일미만)(년생),0.1(Kg),경기-부천-2023-00412,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628130653.jpg,보호중,M,N,"5일령, 탈수심함",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803
65,441386202300848,http://www.animal.go.kr/files/shelter/2023/05/202306281306250_s.jpg,20230628,범박동 일루미스테이트 3단지 지하주차장,[고양이] 한국 고양이,치즈,2023(60일미만)(년생),0.1(Kg),경기-부천-2023-00411,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306250.jpg,보호중,F,N,"5일령, 탈수 심함",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803
66,441386202300847,http://www.animal.go.kr/files/shelter/2023/05/202306281306104_s.jpg,20230628,범박동 일루미스테이트 3단지 지하주차장,[고양이] 한국 고양이,치즈,2023(60일미만)(년생),0.1(Kg),경기-부천-2023-00410,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306104.jpg,보호중,M,N,"5일령, 탈수심함",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803
67,441386202300846,http://www.animal.go.kr/files/shelter/2023/05/202306281006603_s[1].jpg,20230628,송내동 성우아파트 화단,[고양이] 한국 고양이,흰검,2021(년생),5.2(Kg),경기-부천-2023-00409,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006603.jpg,보호중,Q,U,"TA, 골반골절, 과호흡, 예후불량",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803
68,441383202300410,http://www.animal.go.kr/files/shelter/2023/05/202306281406570[1]_s.jpg,20230628,만안로 232 부근,[고양이] 한국 고양이,백흑,2023(년생),1.6(Kg),경기-안양-2023-00151,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406570[1].jpg,보호중,F,U,"4개월 추정, 마른 편, 순함, 백화점 안에서 발견",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) ,경기도 안양시,안양시,031-8045-2605
69,441374202300662,http://www.animal.go.kr/files/shelter/2023/05/202306281406980_s.jpg,20230628,팔달구 수원천로392번길 44-6(매향동),[개] 치와와,백갈색,2016(년생),2.10(Kg),경기-수원-2023-00367,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406980.jpg,보호중,F,U,내장형 무선식별장치 있음,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3997
70,441374202300661,http://www.animal.go.kr/files/shelter/2023/05/202306281406867_s.jpg,20230628,장안구 장안로496번길 26(이목동),[개] 믹스견,연갈색,2018(년생),9.50(Kg),경기-수원-2023-00366,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406867.jpg,보호중,F,U,초록색 목줄,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3997
71,441374202300660,http://www.animal.go.kr/files/shelter/2023/05/202306281406582_s.jpg,20230628,권선구 망포로 13(곡반정동),[개] 푸들,흰색,2022(년생),3.20(Kg),경기-수원-2023-00365,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406582.jpg,보호중,M,N,Poodle,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3997
72,430368202300308,http://www.animal.go.kr/files/shelter/2023/05/202306281006915_s.jpg,20230628,대화동 40-58번지 주변,[개] 진도견,백,2020(년생),30(Kg),대전-대덕-2023-00115,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006915.jpg,보호중,M,U,23-114-115 동시구조 ,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 대덕구,대덕구,042-608-6953
73,430368202300307,http://www.animal.go.kr/files/shelter/2023/05/20230628100684_s.jpg,20230628,대화동 40-58번지 주변,[개] 진도견,백,2020(년생),30(Kg),대전-대덕-2023-00114,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628100684.jpg,보호중,M,U,23-114-115 동시구조,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 대덕구,대덕구,042-608-6953
74,429362202300545,http://www.animal.go.kr/files/shelter/2023/05/202306281406100_s.jpg,20230628,북구 용봉동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.4(Kg),광주-북구-2023-00449,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406100.jpg,보호중,M,N,"23-7616 탈수,많이마름",광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557
75,429362202300544,http://www.animal.go.kr/files/shelter/2023/05/202306281406169_s.jpg,20230628,북구 운암동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.4(Kg),광주-북구-2023-00448,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406169.jpg,보호중,M,N,23-7614,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557
76,429362202300542,http://www.animal.go.kr/files/shelter/2023/05/202306281006622_s.jpg,20230628,북구 연제동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.3(Kg),광주-북구-2023-00446,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006622.jpg,종료(자연사),M,N,23-7580 허피,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557
77,429361202300262,http://www.animal.go.kr/files/shelter/2023/05/202306281206316_s.jpg,20230628,남구 송하동,[고양이] 한국 고양이,"검,갈",2023(60일미만)(년생),0.2(Kg),광주-남구-2023-00173,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206316.jpg,보호중,F,N,"23-7613 파리알,구더기",광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 남구,남구,062-607-2752
78,429361202300261,http://www.animal.go.kr/files/shelter/2023/05/202306281206764_s.jpg,20230628,남구 양림동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.5(Kg),광주-남구-2023-00172,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206764.jpg,보호중,M,N,23-7612 ,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 남구,남구,062-607-2752
79,429359202300230,http://www.animal.go.kr/files/shelter/2023/05/202306281406217_s.jpg,20230628,동구 학동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.1(Kg),광주-동구-2023-00160,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406217.jpg,보호중,M,N,23-7617,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 동구,동구,062-608-2724
80,428356202301031,http://www.animal.go.kr/files/shelter/2023/05/202306281106389_s.jpg,20230628,서구청경에과,[개] 푸들,갈색,2021(년생),1.8(Kg),인천-서구-2023-00519,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106389.jpg,보호중,F,U,"말티푸 추정, 가슴부분, 턱밑 하얀색 털, 애교많음, 귀여움, 사람 잘 따름",가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,장규성,032-560-1902
81,428351202300531,http://www.animal.go.kr/files/shelter/2023/05/202306281206221_s.jpg,20230628,미추홀구 독배로 382번길 34,[고양이] 한국 고양이,검/갈/흰,2023(60일미만)(년생),0.1(Kg),인천-미추홀-2023-00256,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206221.jpg,보호중,Q,N,"5마리 중 2마리는 죽은 상태에서 3마리같이발견, 탯줄있음",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시 미추홀구,미추홀구,032-880-4384
82,428351202300529,http://www.animal.go.kr/files/shelter/2023/05/202306281106540_s.jpg,20230628,미추홀구 독배로 382번길 34,[고양이] 한국 고양이,검/갈/흰,2023(60일미만)(년생),0.1(Kg),인천-미추홀-2023-00254,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106540.jpg,보호중,F,N,"5마리 중 2마리는 죽은 상태에서 3마리같이발견, 탯줄있음",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시 미추홀구,미추홀구,032-880-4384
83,427346202300771,http://www.animal.go.kr/files/shelter/2023/05/202306281406597_s[1].jpg,20230628,가게 앞,[고양이] 한국 고양이,흰 + 노랑,2023(60일미만)(년생),0.46(Kg),대구-수성-2023-00469,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406597.jpg,보호중,F,N,"이름 : 태양이, 사람 좋아함, 밥 잘 먹음, 꾹꾹이 달인",멘토동물병원,053-291-7579,대구광역시 수성구 용학로 294 (범물동) 2층,대구광역시 수성구,녹색환경과,053-666-2651
84,427346202300770,http://www.animal.go.kr/files/shelter/2023/05/202306281306892_s.jpg,20230628,대구은행 앞,[고양이] 한국 고양이,"블랙, 화이트",2023(60일미만)(년생),0.50(Kg),대구-수성-2023-00468,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306892.jpg,보호중,Q,N,"대구은행 문에 부딪혀 하악 출혈 심함, 사나움",펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,대구광역시 수성구,녹색환경과,053-666-2651
85,427346202300769,http://www.animal.go.kr/files/shelter/2023/05/202306281306901_s.jpg,20230628,시지동 408,[고양이] 한국 고양이,고등어,2023(60일미만)(년생),0.60(Kg),대구-수성-2023-00467,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306901.jpg,보호중,Q,N,예민,펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,대구광역시 수성구,녹색환경과,053-666-2651
86,427343202300541,http://www.animal.go.kr/files/shelter/2023/05/202306281306716_s.jpg,20230628,달구벌대로329길 78,[고양이] 한국 고양이,카오스,2023(60일미만)(년생),0.22(Kg),대구-서구-2023-00308,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306716.jpg,보호중,F,N,3주령 추정.,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) ,대구광역시 서구,송민서,053-663-2644
87,427343202300540,http://www.animal.go.kr/files/shelter/2023/05/202306281306404_s.jpg,20230628,달구벌대로329길 78,[고양이] 한국 고양이,삼색,2023(60일미만)(년생),0.26(Kg),대구-서구-2023-00307,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306404.jpg,보호중,F,N,3주령 추정. 카오스 삼색.,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) ,대구광역시 서구,송민서,053-663-2644
88,427343202300539,http://www.animal.go.kr/files/shelter/2023/05/202306281006144_s.jpg,20230628,국채보상로55길21,[고양이] 한국 고양이,검갈색,2023(60일미만)(년생),0.8(Kg),대구-서구-2023-00306,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006144.jpg,보호중,F,N,2개월추정,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동) ,대구광역시 서구,송민서,053-663-2644
89,411324202300387,http://www.animal.go.kr/files/shelter/2023/05/202306281206575[1]_s.jpg,20230628,한영외고 맞은편 정류장,[개] 푸들,흰색,2022(년생),4(Kg),서울-강동-2023-00136,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206575[1].jpg,보호중,M,Y,"동물등록되어있음,양쪽눈결막염,구충제투여",강동리본센터(reborn),070-4163-7350,서울특별시 강동구 양재대로81길 73 (성내동) ,서울특별시 강동구,동물복지팀 ,02-3425-6014
90,429362202300543,http://www.animal.go.kr/files/shelter/2023/05/202306281006740_s.jpg,20230628,북구 본촌동,[개] 베들링턴 테리어,"흰,회",2022(년생),10(Kg),광주-북구-2023-00447,20230627,20230627,http://www.animal.go.kr/files/shelter/2023/05/202306281006740.jpg,보호중,M,Y,"23-0681 성대수술,배변훈련안됨,전체미용,산책좋아함,구조자임시보호중",광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557
