,desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
56,444458202300283,http://www.animal.go.kr/files/shelter/2023/05/202306281406641_s.jpg,20230628,충청남도 서천군 마서면 마서로 608,[개] 믹스견,황색,2019(년생),7(Kg),충남-서천-2023-00102,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406641.jpg,보호중,F,N,마서면 동네 배회로 신고된 황색 암컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19 ,충청남도 서천군,서천군,041-950-4390,
57,444458202300282,http://www.animal.go.kr/files/shelter/2023/05/202306281406761_s.jpg,20230628,충청남도 서천군 마서면 마서로 608,[개] 믹스견,검갈색,2019(년생),7(Kg),충남-서천-2023-00101,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406761.jpg,보호중,F,N,마서면 동네 배회로 신고된 검갈색 암컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19 ,충청남도 서천군,서천군,041-950-4390,
58,444458202300281,http://www.animal.go.kr/files/shelter/2023/05/202306281406267_s.jpg,20230628,충청남도 서천군 마서면 마서로 608,[개] 믹스견,흰색,2019(년생),10(Kg),충남-서천-2023-00100,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406267.jpg,보호중,M,N,마서면 동네 배회로 신고된 흰색 수컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19 ,충청남도 서천군,서천군,041-950-4390,
59,444454202300568,http://www.animal.go.kr/files/shelter/2023/05/20230628150673_s.jpg,20230628,관촉로113-7(지산동) 천평순대 건너편,[고양이] 한국 고양이,흑백색,2023(60일미만)(년생),0.32(Kg),충남-논산-2023-00297,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628150673.jpg,보호중,F,N,"입소시 2개월, 안검부종, 화농성 눈곱, 심한 야윔,  상태 불량, 파보 음성/종합백신(6.28)",논산시 동물보호센터,041-746-8470,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터,충청남도 논산시,논산시,041-746-8470,
60,444453202300537,http://www.animal.go.kr/files/shelter/2023/05/202306281706249[1]_s.jpg,20230628,해미면 남문4로 7,[고양이] 한국 고양이,"회색, 흰색",2023(년생),1.34(Kg),충남-서산-2023-00325,20230628,20230705,http://www.animal.go.kr/files/shelter/2023/05/202306281706249[1].jpg,보호중,Q,U,"입소시 5개월령 추정, 심한 탈장",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시,최기항,041-660-2392,
61,444453202300536,http://www.animal.go.kr/files/shelter/2023/05/202306281606852_s.jpg,20230628,대산읍 한화토탈 기숙사,[개] 믹스견,갈색,2023(년생),4.30(Kg),충남-서산-2023-00324,20230628,20230705,http://www.animal.go.kr/files/shelter/2023/05/202306281606852.jpg,보호중,F,U,"입소 시 6개월령 추정, 경계 심함",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시,최기항,041-660-2392,
62,444452202301407,http://www.animal.go.kr/files/shelter/2023/05/202306281606974_s.jpg,20230628,제일호텔 앞 회전교차로 중앙,[개] 말티즈,흰색,2017(년생),4.5(Kg),충남-아산-2023-00473,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306281606974.jpg,보호중,M,Y,1407호(관리) 473호(공고),아산동물복지지원센터,041-537-3894,충청남도 아산시 환경공원로 158 (배미동) ,충청남도 아산시,신지수,041-537-3894,
63,444452202301406,http://www.animal.go.kr/files/shelter/2023/05/202306281606212_s.jpg,20230628,배방읍 51 주변,[개] 믹스견,갈색,2021(년생),6(Kg),충남-아산-2023-00472,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306281606212.jpg,보호중,M,N,1406호(관리) 472호(공고),아산동물복지지원센터,041-537-3894,충청남도 아산시 환경공원로 158 (배미동) ,충청남도 아산시,신지수,041-537-3894,
64,444449202301491,http://www.animal.go.kr/files/shelter/2023/05/202306281106747_s.jpg,20230628,동남구 신부동 오션수영장,[개] 믹스견,검정,2023(년생),4(Kg),충남-천안-2023-00758,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106747.jpg,보호중,F,U,"3개월 추정, 교통사고 추정(찰과상)",천안시유기동물보호소,010-5913-5119,"충청남도 천안시 동남구 충절로 437 (삼룡동) 문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",충청남도 천안시,축산과,041-521-5735,
65,443571202301817,http://www.animal.go.kr/files/shelter/2023/05/202306281706740_s.jpg,20230628,흥덕초등학교 인근,[개] 치와와,흰검갈,2019(년생),4.2(Kg),충북-청주-2023-00619,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706740.jpeg,보호중,F,U,주인분께 반환 예정인 아이,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296,
66,443571202301816,http://www.animal.go.kr/files/shelter/2023/05/202306281406159_s.jpg,20230628,궁현1길 8-2,[고양이] 한국 고양이,치즈,2023(년생),0.5(Kg),충북-청주-2023-00618,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406159.jpg,보호중,M,N,좌측 어깨 부위 상처,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296,
67,443443202300390,http://www.animal.go.kr/files/shelter/2023/05/202306281706688_s.jpg,20230628,옥천읍,[개] 믹스견,흰색,2020(년생),5(Kg),충북-옥천-2023-00333,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706688.jpg,보호중,F,N,[관리번호 333] 시내에서 발견,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이주연,043-730-3685,
68,443443202300389,http://www.animal.go.kr/files/shelter/2023/05/202306281706949[1]_s.jpg,20230628,청성면 묘금리,[개] 믹스견,황색,2023(60일미만)(년생),2(Kg),충북-옥천-2023-00332,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706949[1].jpg,보호중,F,N,[관리번호 332]순함,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이주연,043-730-3685,
69,443443202300388,http://www.animal.go.kr/files/shelter/2023/05/202306281706761_s.jpg,20230628,청성면,[개] 믹스견,황색,2023(60일미만)(년생),2(Kg),충북-옥천-2023-00331,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706761.jpg,보호중,F,N,[관리번호 331]순함,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이주연,043-730-3685,
70,443443202300387,http://www.animal.go.kr/files/shelter/2023/05/20230628170677[1]_s.jpg,20230628,이원면,[고양이] 믹스묘,회색,2023(60일미만)(년생),4(Kg),충북-옥천-2023-00330,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628170677[1].jpg,보호중,M,N,[관리번호 330],옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이주연,043-730-3685,
71,443443202300386,http://www.animal.go.kr/files/shelter/2023/05/202306281706179_s.jpg,20230628,군북면,[고양이] 한국 고양이,황색,2023(60일미만)(년생),0.3(Kg),충북-옥천-2023-00329,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706179.jpg,보호중,F,N,[관리번호 329],옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이주연,043-730-3685,
72,442430202300091,http://www.animal.go.kr/files/shelter/2023/05/202306281006457[1]_s.jpg,20230628,서면 와수리,[개] 믹스견,흰색+갈색,2021(년생),4(Kg),강원-철원-2023-00091,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006457[1].jpg,보호중,F,U,낯을 가리나 공격성 없고 사람을 잘 따름,철원군,033-450-5394,강원도 철원군 동송읍 장흥로 311  ,강원특별자치도 철원군,철원군 동물방역계,033-450-5394,
73,442425202300362,http://www.animal.go.kr/files/shelter/2023/05/202306281306508_s.jpg,20230628,영귀미면 공작산로 1321-8,[개] 믹스견,블랙,2023(60일미만)(년생),4(Kg),강원-홍천-2023-00207,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306508.jpg,보호중,M,N,아기강아지임. ,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",강원특별자치도 홍천군,홍천군,033-430-2741,
74,442425202300361,http://www.animal.go.kr/files/shelter/2023/05/202306281306921_s.jpg,20230628,영귀미면 공작산로 1321-8,[개] 믹스견,검정&화이트,2023(60일미만)(년생),4(Kg),강원-홍천-2023-00206,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306921.jpg,보호중,M,N,아기강아지임. ,홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",강원특별자치도 홍천군,홍천군,033-430-2741,
75,442420202300379,http://www.animal.go.kr/files/shelter/2023/05/202306281606455_s.jpg,20230628,강릉시 세인트존스 호텔,[개] 라브라도 리트리버,흰색,2021(년생),26(Kg),강원-강릉-2023-00382,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606455.jpg,보호중,F,N,"발견당시 낡은 목줄만 착용, 바다물에 젖어있어서 호텔직원이 씻김",강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172  ,강원특별자치도 강릉시,정희애,033-640-5843,
76,442420202300378,http://www.animal.go.kr/files/shelter/2023/05/202306281406542_s.jpg,20230628,주문진읍 향호리 11-14 주문진해변 버스정류장,[고양이] 한국 고양이,고등어,2023(60일미만)(년생),1.2(Kg),강원-강릉-2023-00381,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406542.jpg,보호중,Q,U,허피스 감염 다친상태로 발견,강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172  ,강원특별자치도 강릉시,정희애,033-640-5843,
77,442420202300377,http://www.animal.go.kr/files/shelter/2023/05/202306281306782_s.jpg,20230628,연곡면 홍질목길 1,[고양이] 한국 고양이,고등어 색,2023(60일미만)(년생),1.5(Kg),강원-강릉-2023-00380,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306782.jpg,보호중,Q,U,다친 상태로 발견,강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172  ,강원특별자치도 강릉시,정희애,033-640-5843,
78,442420202300376,http://www.animal.go.kr/files/shelter/2023/05/202306281306990_s.jpg,20230628,주문진읍 연주로 329 광신모터스,[고양이] 한국 고양이,검흰,2023(60일미만)(년생),1.2(Kg),강원-강릉-2023-00379,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306990.jpg,보호중,Q,N,허피스 감염,강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172  ,강원특별자치도 강릉시,정희애,033-640-5843,
79,442420202300375,http://www.animal.go.kr/files/shelter/2023/05/202306281306924_s.jpg,20230628,주문잔읍 연주로 329 광신모터스,[고양이] 한국 고양이,검은색,2023(년생),1.5(Kg),강원-강릉-2023-00378,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306924.jpg,보호중,F,N,허피스 감염,강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172  ,강원특별자치도 강릉시,정희애,033-640-5843,
80,441554202301104,http://www.animal.go.kr/files/shelter/2023/05/20230628160601_s.jpg,20230628,광주시 지월리 버스정류장,[개] 포메라니안,크림색,2022(년생),2.30(Kg),경기-광주-2023-00391,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628160601.jpg,보호중,M,Y,"6-73, 칩없음, 예쁘고 사랑스런 아이",광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,경기도 광주시,동물보호팀,031-760-4419,
81,441554202301103,http://www.animal.go.kr/files/shelter/2023/05/202306281606932_s.jpg,20230628,광주시 송정동 일대,[개] 포메라니안,갈색,2022(년생),1.60(Kg),경기-광주-2023-00390,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606932.jpg,보호중,F,N,"6-72, 칩없음, 시청 당직실로 인계된 아이, 몸집이 작고 마른편",광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,경기도 광주시,동물보호팀,031-760-4419,
82,441554202301102,http://www.animal.go.kr/files/shelter/2023/05/202306281606919_s.jpg,20230628,광주시 초월읍 산이리 일대,[개] 믹스견,검백색,2023(60일미만)(년생),1.60(Kg),경기-광주-2023-00389,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606919.jpg,보호중,F,N,"6-71, 50일령, 산속에서 발견, 곰돌이인형같이 동글동글 귀여운 아가",광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,경기도 광주시,동물보호팀,031-760-4419,
83,441554202301101,http://www.animal.go.kr/files/shelter/2023/05/202306281606307_s.jpg,20230628,광주시 장지동 일대,[개] 말티즈,흰색,2020(년생),3.20(Kg),경기-광주-2023-00388,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606307.jpg,보호중,F,N,"6-70, 칩있음, 온순하고 착한 성격",광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 142 (송정동) 광주TNR동물병원,경기도 광주시,동물보호팀,031-760-4419,
84,441553202302046,http://www.animal.go.kr/files/shelter/2023/05/202306281706605_s.jpg,20230628,서신면 송교리 476-7,[개] 믹스견,검정,2015(년생),12(Kg),경기-화성-2023-00742,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306281706605.jpg,보호중,M,N,"빨간목줄착용, 피부병, 시력저하의심",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-7099,
85,441553202302045,http://www.animal.go.kr/files/shelter/2023/05/202306281706545_s.jpg,20230628,팔탄면 가재리 692-1,[고양이] 페르시안,회색,2023(60일미만)(년생),0.5(Kg),경기-화성-2023-00741,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306281706545.jpg,보호중,Q,U,"눈에 염증, 안약처치함, 보들보들한 털",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-7099,
86,441553202302035,http://www.animal.go.kr/files/shelter/2023/05/202306281506922[1]_s.jpg,20230628,마도면 고모리 부근,[개] 믹스견,"흰색, 검정",2020(년생),17(Kg),경기-화성-2023-00740,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306281506922[1].jpg,보호중,M,N,"파란목줄 착용, 가슴털 흰색, 오른쪽 다리 흰색털, 겁이 있음",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-7099,
87,441553202302034,http://www.animal.go.kr/files/shelter/2023/05/202306281506899_s.jpg,20230628,마도면 쌍송북로 6-3,[개] 믹스견,"흰색, 검정",2019(년생),18(Kg),경기-화성-2023-00739,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306281506899.jpg,보호중,F,U,"도랑에 빠져 구조함, 경계가 심함, 털뭉침이 심함",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-7099,
88,441553202302033,http://www.animal.go.kr/files/shelter/2023/05/202306281506344_s.jpg,20230628,봉담읍 주석로 1113-5,[기타축종] 염소,검정,2021(년생),13(Kg),경기-화성-2023-00738,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306281506344.jpg,보호중,Q,N,나이미상,남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-7099,
89,441553202302030,http://www.animal.go.kr/files/shelter/2023/05/202306280906755_s.jpg,20230628,팔탄면 창곡리 981-21,[개] 믹스견,회색,2023(년생),4(Kg),경기-화성-2023-00737,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306280906755.jpg,보호중,F,N,"조심성은 있지만 손길을 받아줌, 갈색눈",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-7099,
90,441553202302029,http://www.animal.go.kr/files/shelter/2023/05/202306280906380_s.jpg,20230628,팔탄면 창곡리 981-21,[개] 믹스견,회색,2023(년생),4(Kg),경기-화성-2023-00736,20230628,20230707,http://www.animal.go.kr/files/shelter/2023/05/202306280906380.jpg,보호중,F,N,"겁이 많음, 갈색눈, 날렵한얼굴형",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-7099,
91,441417202300628,http://www.animal.go.kr/files/shelter/2023/05/202306281006102[1]_s.jpg,20230628,경기도 양평군 양서면 정자골길 43-29,[개] 믹스견,크림색,2021(년생),7(Kg),경기-양평-2023-00209,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006102[1].jpg,보호중,M,U,경계심이 많음,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59-1  ,경기도 양평군,양평군청,031-770-3645,
92,441404202300361,http://www.animal.go.kr/files/shelter/2023/05/202306281506193_s.jpg,20230628,상사창동225,[개] 말티즈,흰색,2016(년생),3(Kg),경기-하남-2023-00246,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506193.jpg,보호중,F,N,순하고 사람좋아함(정면우측),하남동물병원,031-793-7802,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,경기도 하남시,식품위생농업과,031-790-6317,
93,441404202300360,http://www.animal.go.kr/files/shelter/2023/05/202306281506462_s.jpg,20230628,상사창동225,[개] 말티즈,흰섹,2013(년생),2.7(Kg),경기-하남-2023-00247,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506462.jpg,보호중,F,N,순하고 사람좋아함(정면 좌측),하남동물병원,031-793-7802,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,경기도 하남시,식품위생농업과,031-790-6317,
94,441404202300359,http://www.animal.go.kr/files/shelter/2023/05/202306281506722_s.jpg,20230628,초이로81,[고양이] 터키시 앙고라,흰색,2023(60일미만)(년생),1(Kg),경기-하남-2023-00248,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506722.jpg,보호중,F,N,순하고 사람좋아함,하남동물병원,031-793-7802,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,경기도 하남시,식품위생농업과,031-790-6317,
95,441402202300350,http://www.animal.go.kr/files/shelter/2023/05/202306281406996[1]_s.jpg,20230628,대야미동 산 4-10 부근,[개] 믹스견,백,2022(년생),15(Kg),경기-군포-2023-00091,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406996[1].jpg,보호중,M,N,"순함, 낡은 초록 목줄, 마른 편",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) ,경기도 군포시,군포시 동물보호담당,031-390-0311,
96,441401202300976,http://www.animal.go.kr/files/shelter/2023/05/202306281606901[1]_s.jpg,20230628,군서마을로 72-1,[개] 미니어쳐 핀셔,검정,2018(년생),7.5(Kg),경기-시흥-2023-00476,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606901[1].jpg,보호중,F,U,"통통한 편, 낯선 사람에게 곁을 내주기까지 시간이 필요한 아이",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시,동물축산과,031-310-6945,
97,441401202300975,http://www.animal.go.kr/files/shelter/2023/05/202306281506916_s.jpg,20230628,배곧동 294-3,[고양이] 한국 고양이,삼색,2023(60일미만)(년생),0.14(Kg),경기-시흥-2023-00475,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506916.jpg,보호중,F,N,"생후 2주 정도 추정, 매우 큰 눈이 매력적인 아이",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시,동물축산과,031-310-6945,
98,441400202300384,http://www.animal.go.kr/files/shelter/2023/05/202306281306485_s.jpg,20230628,대원로38번길21,[개] 믹스견,갈색,2021(년생),3.8(Kg),경기-오산-2023-00175,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306485.jpg,보호중,M,N,"목줄,목걸이 없음",오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동) ,경기도 오산시,배진형,031-8036-7643,
99,441399202301647,http://www.animal.go.kr/files/shelter/2023/05/202306281406915_s[1].jpg,20230628,진건읍 독정로솔숲길 36-19,[고양이] 믹스묘,고등어,2023(60일미만)(년생),0.1(Kg),경기-남양주-2023-00499,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406915.jpeg,보호중,M,N,생후 20일 전후 고양이 건강상태 및 예후불량,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324,
100,441399202301643,http://www.animal.go.kr/files/shelter/2023/05/202306281106948_s.jpg,20230628,조안면 북한강로 301번길 7-4,[고양이] 믹스묘,치즈,2023(60일미만)(년생),0.1(Kg),경기-남양주-2023-00498,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106948.jpeg,보호중,M,N,생후 20일 전후 고양이 건강상태 및 예후불량,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324,
101,441399202301642,http://www.animal.go.kr/files/shelter/2023/05/202306281106562_s.jpg,20230628,조안면 북한강로 301번길 7-4,[고양이] 믹스묘,삼색,2023(60일미만)(년생),0.1(Kg),경기-남양주-2023-00497,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106562.jpeg,보호중,F,N,생후 20일 전후 고양이 건강상태 및 예후불량,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324,
102,441399202301641,http://www.animal.go.kr/files/shelter/2023/05/20230628110678_s.jpg,20230628,조안면 북한강로 301번길 7-4,[고양이] 믹스묘,검정 흰색,2023(60일미만)(년생),0.1(Kg),경기-남양주-2023-00496,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628110678.jpeg,보호중,M,N,생후 20일 전후 고양이 건강상태 및 예후불량,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324,
103,441399202301640,http://www.animal.go.kr/files/shelter/2023/05/202306281106803_s.jpg,20230628,조안면 북한강로 301번길 7-4,[고양이] 믹스묘,삼색,2023(60일미만)(년생),0.1(Kg),경기-남양주-2023-00495,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106803.jpeg,보호중,F,N,생후 20일 전후 고양이 건강상태 및 예후불량,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324,
104,441399202301639,http://www.animal.go.kr/files/shelter/2023/05/202306281106523_s.jpg,20230628,조안면 북한강로 301번길 7-4,[고양이] 믹스묘,흰색 검정,2023(60일미만)(년생),0.1(Kg),경기-남양주-2023-00494,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106523.jpeg,보호중,M,N,생후20일 전후 고양이 건강상태 및 예후불량,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324,
105,441399202301638,http://www.animal.go.kr/files/shelter/2023/05/202306281106620_s.jpg,20230628,포천삼거리,[개] 도베르만,갈색,2020(년생),26(Kg),경기-남양주-2023-00493,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106620.jpeg,보호중,M,N,잘생기고 늠름한 도베르만 친구,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,경기도 남양주시,남양주시,031-590-2324,
106,441393202301183,http://www.animal.go.kr/files/shelter/2023/05/202306281606362_s.jpg,20230628,부곡동 39-2 부근,[개] 믹스견,갈,2023(60일미만)(년생),0.25(Kg),경기-안산-2023-00585,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606362.jpg,보호중,M,N,"2주 추정, 눈 못 뜸, 젖먹이, 어미와 함께 입소",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
107,441393202301182,http://www.animal.go.kr/files/shelter/2023/05/202306281606852[1]_s.jpg,20230628,부곡동 39-2 부근,[개] 믹스견,갈,2023(60일미만)(년생),0.25(Kg),경기-안산-2023-00584,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606852[1].jpg,보호중,F,N,"2주 추정, 눈 못 뜸, 젖먹이, 어미와 함께 입소",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
108,441393202301181,http://www.animal.go.kr/files/shelter/2023/05/202306281606339_s.jpg,20230628,부곡동 39-2 부근,[개] 믹스견,백,2023(60일미만)(년생),0.25(Kg),경기-안산-2023-00583,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606339.jpg,보호중,F,N,"2주 추정, 눈 못 뜸, 젖먹이, 어미와 함께 입소",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
109,441393202301180,http://www.animal.go.kr/files/shelter/2023/05/202306281606574_s.jpg,20230628,부곡동 39-2 부근,[개] 믹스견,갈흑,2023(60일미만)(년생),0.25(Kg),경기-안산-2023-00582,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606574.jpg,보호중,M,N,"2주 추정, 눈 못 뜸, 젖먹이, 어미와 함께 입소",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
110,441393202301179,http://www.animal.go.kr/files/shelter/2023/05/202306281606728_s.jpg,20230628,부곡동 39-2 부근,[개] 믹스견,갈,2022(년생),14(Kg),경기-안산-2023-00581,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606728.jpg,보호중,F,N,"낯가림, 젖불음, 새끼와 함께 입소",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
